filename,Numeric numbers,mean_r,mean_g,mean_b,median_r,median_g,median_b,mean_h,mean_s,mean_v,median_h,median_s,median_v,mean_gray,median_gray,contrast,energy,homogeneity,entropy,RI,CI,HI,SI,lab_L,lab_a,lab_b,luv_L,luv_u,luv_v,xyz_X,xyz_Y,xyz_Z,image_path,image_no,soc,moisture,soil_type,Mahalanobis_Distance
253.jpg,253,185.905971,158.1224091,108.9813656,193.0,164.0,114,19.14347497,112.1480389,185.905971,19,105,193.0,0.629346458,0.654573333,2145.10418,0.008891813,0.033888385,14.13172982,1.612191818,0.438467584,2.139398973,1.906512789,66.54146268,3.399292061,29.46956007,66.54146268,21.06020382,37.05873518,0.352346637,0.360281958,0.195567868,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/253.jpg,253,2.5,7.68,3,6.994630754302987
309.jpg,309,83.84845344,68.23616869,41.66316566,83.0,68.0,41,19.03814573,135.7319834,83.84845344,19,129,83.0,0.273089669,0.270967059,583.2956438,0.015337491,0.056164929,12.5107481,1.804628973,0.133434976,2.184344726,0.390725804,29.92583253,2.624325658,18.55511087,29.92583253,11.18420447,18.39179403,0.061361297,0.06205791,0.030330254,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/309.jpg,309,2.5,25.85,3,6.987008412601548
723.jpg,723,124.114497,115.9708426,99.71918846,124.0,116.0,99,20.17592076,55.48196349,124.1145568,20,50,124.0,0.456978921,0.456196471,1769.632988,0.008733933,0.033021149,14.07417859,1.87635347,0.251832664,2.021567995,0.637953717,49.12124134,0.226904951,10.12380442,49.12124134,5.83651363,13.05893266,0.168571923,0.176926972,0.145090423,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/723.jpg,723,2.51,21.72,2,5.604998042600631
481.jpg,481,130.5761918,105.313078,77.86425781,127.0,101.0,73,15.60024713,120.3850247,130.5762317,16,107,127.0,0.426284038,0.410378824,3753.741031,0.006585836,0.020391226,14.74588728,1.49991544,0.535278523,2.865018661,1.043295086,46.32156979,5.996675468,19.23392464,46.32156979,18.11234057,22.05434938,0.15748692,0.155074784,0.093438917,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/481.jpg,481,2.05,77.01,1,6.640721600456173
470.jpg,470,139.9026626,118.9717195,85.25424506,140.0,119.0,85,18.62456154,101.0669244,139.9026626,19,100,140.0,0.474464765,0.474002745,475.4036475,0.017458876,0.057029535,12.13594259,1.818601342,1.038129314,2.244453182,1.790290785,51.16887572,3.049919815,21.57419998,51.16887572,15.50360789,25.92343844,0.190424114,0.194146815,0.113892683,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/470.jpg,470,2.51,0.0,2,7.252272243387538
323.jpg,323,148.4399514,121.2030851,68.44752471,150.0,122.0,69,19.79167331,148.0795998,148.4399713,20,138,150.0,0.483087229,0.487627451,2067.143037,0.00789651,0.029973805,14.29748447,1.653402924,0.767090143,2.048686179,2.053119007,52.38138163,3.696919548,32.66206099,52.38138163,21.34232884,36.96289509,0.202124085,0.204851735,0.084285451,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/323.jpg,323,1.92,14.31,2,6.073029414759405
534.jpg,534,97.28310348,84.91878587,68.72464923,96.0,84.0,67,17.05305325,89.35088489,97.28310348,17,76,96.0,0.338739632,0.334887843,1737.887012,0.008320051,0.0302476,14.11256642,2.503980408,0.24906988,2.575733917,0.505502841,36.86971433,2.247895064,11.32851402,36.86971433,8.446342532,12.90055755,0.092677461,0.094677531,0.069231844,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/534.jpg,534,2.66,60.57,1,6.820649441775707
274.jpg,274,106.6364397,97.28587372,72.3119021,106.0,96.0,71,21.95912388,85.33946508,106.6364397,22,83,106.0,0.382244101,0.379119216,562.1675408,0.015430435,0.061537071,12.56725222,1.314758342,0.162052454,1.751259118,0.425176857,41.49754194,-0.528531342,15.62095815,41.49754194,7.138125105,18.62963596,0.115008724,0.121779411,0.079273532,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/274.jpg,274,2.29,0.0,2,7.164433117160871
12.jpg,12,155.5428292,139.7229153,116.8341837,160.0,143.0,120,17.75147481,73.89341518,155.5430684,18,64,160.0,0.554644586,0.568998431,2759.412436,0.006529826,0.025721331,14.78650092,1.610934959,0.331214571,2.398577467,0.876443863,58.95478401,2.161065447,14.41146271,58.95478401,11.16373759,18.7966095,0.261606418,0.269788916,0.206031298,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/12.jpg,12,5.34,86.86,1,6.993066488003525
277.jpg,277,120.0549665,106.2929887,73.51263552,120.0,106.0,73,21.15902025,103.087492,120.0549665,21,100,120.0,0.41903508,0.417456863,858.7703395,0.012809383,0.047001605,13.02078554,2.522946731,0.434550097,1.841303077,0.763710615,45.43354353,0.245056845,20.40151437,45.43354353,10.56647228,24.17760516,0.141574922,0.148539765,0.085123332,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/277.jpg,277,1.92,0.0,2,6.166218420122897
126.jpg,126,139.8386679,122.0569595,86.11810427,141.0,123.0,87,20.00462372,109.9255022,139.8386679,20,98,141.0,0.483311298,0.486653333,2127.348495,0.007158459,0.028821339,14.49823598,1.839764918,0.420091446,1.997540457,1.297058266,52.02784413,1.366310334,22.21779936,52.02784413,13.479766,27.08096871,0.194393354,0.201690831,0.116955951,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/126.jpg,126,6.72,1.03,1,5.071581577003584
45.jpg,45,161.6602559,147.4004305,114.5570592,162.0,148.0,115,20.98491311,76.28156888,161.6602559,21,74,162.0,0.580637789,0.582162745,983.6926049,0.01149932,0.0403211,13.24298883,1.832162469,0.451013663,1.871066216,1.743983518,61.5388869,0.036534144,19.33765306,61.5388869,10.80353738,25.44344629,0.283965478,0.298665267,0.20350709,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/45.jpg,45,3.11,0.0,1,6.339985553676894
696.jpg,696,156.0214445,127.0203484,95.72094228,158.0,129.0,97,15.63871173,103.7830835,156.0250518,16,99,158.0,0.51343684,0.520695686,1398.661475,0.009563625,0.036604654,13.82480658,1.702737791,0.931604858,2.890862019,1.914477992,55.16965397,6.631949753,21.23309726,55.16965397,20.89125854,25.50528242,0.234053863,0.23094608,0.142208054,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/696.jpg,696,1.75,39.6,1,7.058923909969429
645.jpg,645,115.1444117,95.9803691,67.13958865,115.0,96.0,67,17.98399633,112.3020169,115.1444117,18,106,115.0,0.38420905,0.383821569,952.8529188,0.011677238,0.04322891,13.27227276,1.592748404,0.508340609,2.333987149,0.787470759,41.8826801,3.3284233,19.36756509,41.8826801,13.98253505,21.87084365,0.122878746,0.124242999,0.070815264,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/645.jpg,645,2.77,3.96,2,3.1758289985457733
408.jpg,408,148.2289939,129.024713,96.71775351,151.0,131.0,97,18.50731425,112.7398358,148.2289939,19,90,151.0,0.5128482,0.520228235,5228.508889,0.00561688,0.021412187,15.18032621,1.603740542,0.34276114,2.335300658,1.016796845,54.95159388,2.339136492,20.23995702,54.95159388,14.15792236,25.19700626,0.222524697,0.228829758,0.144818658,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/408.jpg,408,1.27,13.6,1,4.929669878729517
579.jpg,579,88.61533402,81.11134805,65.24858498,89.0,82.0,66,20.60441247,72.50564015,88.61557318,21,67,89.0,0.319851921,0.322312549,526.1360106,0.014258406,0.059385523,12.73942226,2.275103999,0.082629161,1.962845878,0.208464859,34.78434635,0.17906519,10.46716549,34.78434635,5.323131414,12.05143013,0.079950173,0.083910369,0.062358967,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/579.jpg,579,2.66,37.0,1,7.385977433175909
23.jpg,23,149.6930604,133.3194754,90.38550303,151.0,135.0,92,21.86712771,102.7449976,149.6930604,22,100,151.0,0.524326756,0.52916549,517.9932735,0.015577512,0.056150619,12.46003892,1.220497247,0.740292677,1.764431968,2.554788608,56.15109758,-0.256593638,25.41573076,56.15109758,12.93439414,31.54245215,0.228148626,0.240632819,0.131992166,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/23.jpg,23,1.48,0.0,1,6.952802631282627
103.jpg,103,165.0045041,144.9208187,88.92562181,168.0,148.0,92,22.1491749,127.5933115,165.0045041,22,116,168.0,0.569220973,0.582326275,2642.350697,0.007265887,0.024945569,14.49627251,1.462851529,0.444325601,1.719392946,2.013245399,60.73542044,-0.32848976,32.39009411,60.73542044,16.24950699,39.68541103,0.274320004,0.289476733,0.135746199,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/103.jpg,103,1.18,3.91,1,6.566324320721829
360.jpg,360,136.4363839,125.5041454,86.28503667,137.0,126.0,87,23.377272,101.3103675,136.4363839,23,94,137.0,0.490194307,0.492242353,1537.038417,0.008646796,0.033341166,14.07900958,1.787965063,0.331182375,1.561003529,1.275254962,52.66728213,-2.027552715,22.90810822,52.66728213,9.05935816,28.57375013,0.193133741,0.207431929,0.118483697,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/360.jpg,360,2.5,27.6,3,7.375251626638711
28.jpg,28,153.7985292,139.0737404,112.0915378,154.0,140.0,113,19.6129823,69.90407765,153.7985292,20,69,154.0,0.550028789,0.553052157,339.387492,0.018800098,0.069928376,11.94103641,1.750271959,0.575721304,2.097414066,2.201644392,58.51755229,1.120355664,16.46758082,58.51755229,10.74261401,21.46389105,0.254610806,0.265095146,0.191272098,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/28.jpg,28,1.32,0.0,1,7.110749342606557
293.jpg,293,110.9156768,98.75878906,76.86375957,108.0,96.0,74,19.27391582,96.90908004,110.9156768,19,81,108.0,0.391229396,0.378874118,3028.037236,0.006863191,0.022535961,14.62064773,1.575635697,0.245904447,2.139353801,0.692602227,42.43959727,1.139365234,14.2439879,42.43959727,8.76367041,16.99208949,0.123187311,0.12786382,0.088130927,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/293.jpg,293,2.5,57.41,3,5.217337846173111
61.jpg,61,140.6910276,123.6332709,95.675283,142.0,124.0,96,18.65104831,88.1398876,140.6910276,19,81,142.0,0.49114617,0.494198824,1292.860426,0.008932083,0.036630783,13.96652374,1.561602153,0.540528522,2.226380314,1.354423456,52.72825931,2.092995383,17.7059432,52.72825931,12.41619085,22.06862103,0.201903186,0.207985025,0.139359337,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/61.jpg,61,3.11,58.85,1,5.2130887182476915
269.jpg,269,136.5585738,116.7372648,74.22933275,135.0,116.0,73,20.60104432,120.9175303,136.5585738,21,118,135.0,0.462292043,0.458271765,1045.181895,0.011746719,0.040932817,13.26880788,1.22947359,0.801526298,1.932995062,1.305660439,50.02659028,1.570044899,26.27425452,50.02659028,15.36246386,30.78574672,0.178192307,0.184409225,0.091381272,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/269.jpg,269,2.05,0.0,2,5.671193931717755
503.jpg,503,95.5516183,77.12356505,53.08137357,94.0,75.0,51,16.98120615,125.8756378,95.5516183,17,116,94.0,0.311004252,0.303715686,1276.155029,0.01004885,0.035480188,13.62513022,1.768613629,0.293398926,2.557811522,0.582259534,34.07811133,4.033158966,17.17186378,34.07811133,13.0357014,17.98303495,0.080840237,0.080458116,0.045042025,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/503.jpg,503,1.27,60.16,1,5.190656568543681
41.jpg,41,144.3629026,129.794025,91.50735411,146.0,131.0,93,21.842614,95.80610252,144.3629026,22,93,146.0,0.510311539,0.515198431,684.5396781,0.013352248,0.048612416,12.84977439,2.081617499,0.599703472,1.764390947,1.919228756,54.69690472,-0.40336381,22.78078864,54.69690472,11.42765258,28.48574924,0.214308747,0.226374358,0.132503736,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/41.jpg,41,1.18,0.0,1,5.373780086856641
631.jpg,631,161.8573621,139.6770169,103.6690649,163.0,140.0,103,18.76076212,97.1711376,161.8630222,18,93,163.0,0.556055557,0.558543137,1912.409453,0.00826327,0.030121716,14.15989714,1.833376993,0.591598708,2.22418273,1.736668191,59.27139595,2.953085565,22.35249204,59.27139595,16.39160322,28.08541165,0.266845254,0.273222174,0.16873128,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/631.jpg,631,1.59,1.41,1,5.340150233618093
353.jpg,353,125.8885922,100.0759726,57.29336735,126.0,100.0,57,18.66111288,149.2288146,125.8886519,19,140,126.0,0.401868739,0.401933333,1560.497418,0.00948217,0.034298979,13.85530032,1.387572261,0.730395531,2.222785731,1.156985332,44.02464281,4.692479556,28.020636,44.02464281,19.7459901,30.21926021,0.138986178,0.138552634,0.058505318,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/353.jpg,353,1.92,33.39,2,6.300239354018365
472.jpg,472,138.1796091,118.6332467,82.22224353,140.0,120.0,83,19.41433373,117.0639403,138.1801318,19,103,140.0,0.471222021,0.47709098,1029.544046,0.008027003,0.050897686,14.35906911,1.818953034,0.491663689,2.09032388,1.471969794,50.848882,2.125014248,22.85023616,50.848882,14.74238397,27.38832033,0.185960309,0.191385256,0.107393265,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/472.jpg,472,2.51,0.0,2,6.82143886826071
437.jpg,437,138.6828563,113.6582629,77.06188217,136.0,111.0,75,17.87523916,117.0514987,138.6828563,18,116,136.0,0.456225059,0.446521961,1070.898903,0.012426292,0.039862499,13.11459377,2.069351541,0.795243419,2.370765853,1.403742978,49.44391201,4.596598648,23.96403198,49.44391201,18.634293,27.77487734,0.179156106,0.179570002,0.095530052,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/437.jpg,437,2.07,0.0,1,5.849145204467449
295.jpg,295,103.0092674,95.99483817,77.75179369,99.0,92.0,74,21.87531888,73.79456314,103.0092674,22,65,99.0,0.377137572,0.362078824,1714.563,0.008284619,0.031447006,14.13100328,1.888462827,0.143970481,1.775961713,0.481011658,40.88952321,-0.498908241,11.45442964,40.88952321,5.228839417,13.97956996,0.111431454,0.117956781,0.088489023,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/295.jpg,295,2.5,57.41,3,6.043530819737086
520.jpg,520,101.0637556,88.97456952,68.45740992,100.0,88.0,68,18.93451052,88.43622449,101.0638353,19,83,100.0,0.353193076,0.350061176,899.7599896,0.011721043,0.046280034,13.26754787,1.611127395,0.204574149,2.179392031,0.434840547,38.43570181,1.419246593,13.70159494,38.43570181,8.59573978,15.78791764,0.100016796,0.103342154,0.07008587,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/520.jpg,520,2.77,50.91,2,4.318806350870946
710.jpg,710,119.5885882,107.5408761,90.13155692,121.0,109.0,91,17.83077567,67.97871492,119.5885882,17,62,121.0,0.426846286,0.431528235,1187.237688,0.01001101,0.037957816,13.66631313,2.279061974,0.388425399,2.397211534,0.72413014,46.08707008,1.705358988,11.48719367,46.08707008,8.386246348,14.18106205,0.148540229,0.153330845,0.118765803,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/710.jpg,710,1.59,29.25,1,6.078087948618822
474.jpg,474,125.9286312,102.2212213,60.8033522,125.0,101.0,60,18.98009008,135.1539381,125.9286312,19,133,125.0,0.40891301,0.405601961,610.024984,0.015303504,0.051927779,12.50150067,1.425180477,0.830914299,2.145817712,0.760217814,44.6772189,3.796867195,26.85247284,44.6772189,18.11066826,29.5473711,0.142043021,0.143120892,0.064002388,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/474.jpg,474,2.77,0.0,2,6.743570061328968
591.jpg,591,128.425582,110.5962014,85.99918288,130.0,112.0,87,17.48331872,88.35335619,128.4267379,17,85,130.0,0.441613724,0.445480392,933.1421965,0.012182834,0.046607976,13.26084077,1.328393731,0.671119918,2.466361967,1.110734423,47.72092972,3.056225281,16.31378815,47.72092972,12.7262635,19.65555058,0.162865206,0.165757178,0.111429414,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/591.jpg,591,1.27,26.02,1,5.445002617523323
383.jpg,383,144.4103157,125.8737046,103.7278579,147.0,127.0,104,16.04472258,92.73612883,144.4103157,16,74,147.0,0.502807917,0.508730588,4328.965907,0.005760824,0.024910343,15.12142395,1.592688827,0.327724352,2.896304448,0.762018593,53.86794148,3.51084,14.69067349,53.86794148,12.95625729,18.41461735,0.215030145,0.218504244,0.161054755,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/383.jpg,383,2.66,19.2,1,5.678842568746231
529.jpg,529,135.3193692,113.4082353,83.43050564,136.0,114.0,84,17.21497373,115.1788929,135.3229392,17,98,136.0,0.4545214,0.457460392,1224.911254,0.00697306,0.041252817,14.60616691,1.731694607,0.54450507,2.524961558,1.209473983,49.14366508,4.047282651,19.84629959,49.14366508,15.92722165,23.54538327,0.175722144,0.177109803,0.107616236,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/529.jpg,529,1.75,63.76,1,7.007433186303231
356.jpg,356,141.9714605,132.4498565,103.0150072,144.0,135.0,105,22.71871014,78.40407765,141.976981,23,69,144.0,0.519023313,0.528146667,2337.059978,0.007469556,0.027674827,14.46165369,2.200420097,0.260973729,1.696653728,1.048416163,55.4343067,-1.322709654,17.21618699,55.4343067,7.539949761,22.46817637,0.219116935,0.233532073,0.161856012,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/356.jpg,356,1.92,33.39,2,6.4492214222973105
652.jpg,652,174.2719428,142.9546795,95.16677296,179.0,148.0,99,18.06455277,123.1615912,174.2725008,18,114,179.0,0.573192509,0.591247059,2205.190283,0.008122685,0.030077603,14.2445666,1.952628586,0.673919369,2.321021401,2.228292193,61.2134759,5.353269077,29.81739171,61.2134759,23.67930544,36.01419588,0.294058366,0.294920759,0.150068048,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/652.jpg,652,2.05,2.19,1,6.913363244858263
590.jpg,590,96.77387596,80.25699538,57.90525351,98.0,81.0,59,17.21376754,108.6651188,96.77387596,17,103,98.0,0.322177537,0.326426667,616.6484025,0.014451595,0.057094935,12.76459053,1.672375646,0.170807222,2.49660964,0.365163994,35.22016859,3.297517018,15.74693872,35.22016859,11.62484796,16.99349265,0.085546731,0.086089274,0.052002987,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/590.jpg,590,1.27,26.02,1,5.877394724534199
58.jpg,58,130.0918766,115.9597616,92.07089047,129.0,115.0,91,18.88813377,84.3511639,130.0918766,19,75,129.0,0.459766465,0.456977255,1920.873999,0.007400669,0.030316488,14.42854317,1.612676666,0.340840508,2.193797369,0.89256295,49.50715156,1.523324987,15.2289042,49.50715156,10.19973566,18.9324249,0.17395654,0.18009107,0.1269833,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/58.jpg,58,6.72,53.32,1,5.920446831684009
180.jpg,180,152.0955238,130.3940729,80.04842953,154.0,132.0,82,21.05600287,126.2144252,152.0955238,21,119,154.0,0.515198864,0.522676471,1131.237828,0.010241087,0.037863028,13.58435115,1.839027747,0.690541194,1.863620304,2.347452293,55.41666934,1.254168266,30.21534125,55.41666934,17.1291386,35.96683358,0.224522913,0.233359136,0.109182614,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/180.jpg,180,1.18,3.23,1,4.342566396496695
275.jpg,275,137.589784,114.3553691,67.94114716,136.0,113.0,66,20.05536511,138.0539501,137.589784,20,132,136.0,0.454691046,0.448181569,1932.1247,0.008977587,0.030939382,13.98742031,2.247404809,0.671053025,2.004962522,1.422220974,49.37566151,2.727582323,28.98235688,49.37566151,18.06077452,32.97339481,0.175131094,0.179008775,0.079906165,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/275.jpg,275,1.92,0.0,2,5.513926054757524
190.jpg,190,144.5935706,126.2952607,85.88572226,147.0,129.0,88,20.66470026,115.7867706,144.5935706,21,103,147.0,0.499098525,0.509557647,2329.194607,0.007121695,0.027249907,14.53766986,1.620862541,0.462667025,1.920665128,1.427024004,53.65488011,0.974048219,24.57430645,53.65488011,14.12028854,29.9441138,0.207796944,0.216511356,0.118619837,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/190.jpg,190,2.12,0.85,1,3.320967448128189
51.jpg,51,123.261639,106.8098693,75.73136559,122.0,106.0,75,19.60742188,105.7545839,123.261639,20,99,122.0,0.423784746,0.419406275,1187.733484,0.009728722,0.036586852,13.72347387,1.68526227,0.464837604,2.060690538,1.016479046,45.94048881,1.641100559,19.83771306,45.94048881,12.27455395,23.4325755,0.147391477,0.152247411,0.089489534,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/51.jpg,51,1.32,48.55,1,3.7295549394634087
151.jpg,151,134.1554129,111.1959303,75.47205835,132.0,109.0,73,18.14614557,128.2211217,134.1554129,18,114,132.0,0.445094624,0.435322745,2433.297986,0.006778893,0.028051365,14.66970901,1.702167628,0.497522814,2.326239258,1.27332806,48.27027148,3.84809049,23.25571704,48.27027148,17.11774858,26.9648479,0.168487709,0.170081249,0.091351225,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/151.jpg,151,6.72,25.64,1,5.8968611866854905
365.jpg,365,155.7442004,128.8817363,84.90403779,161.0,132.0,85,18.22869499,136.0665059,155.7442004,18,118,161.0,0.515369482,0.528029804,4556.483064,0.005868141,0.025956975,15.06899343,1.448605261,0.461971589,2.402265488,1.376290629,55.44872147,4.204246887,27.66222205,55.44872147,20.37160308,32.84547591,0.231320375,0.233673475,0.118638146,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/365.jpg,365,2.07,17.5,1,6.642200760720067
307.jpg,307,100.9974091,85.21992586,54.41701212,101.0,85.0,54,19.79077647,127.2992068,100.9977081,20,119,101.0,0.338634318,0.337068235,946.1805333,0.011710036,0.045419836,13.31890651,1.700166222,0.253144919,2.034428584,0.557262246,37.05742398,1.773920592,20.3523744,37.05742398,11.75560437,22.02103484,0.093082918,0.09568955,0.048972717,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/307.jpg,307,1.92,28.31,2,5.7006720586312944
44.jpg,44,138.2390784,122.5823103,89.05510603,139.0,123.0,90,20.32513552,92.84811464,138.2390784,20,90,139.0,0.484282596,0.486072941,625.5081678,0.014409124,0.049845237,12.6241574,1.608397841,0.672724991,1.936160362,1.555403349,52.07280765,0.759866681,20.57595311,52.07280765,11.86956953,25.43064886,0.19357763,0.202091023,0.123416844,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/44.jpg,44,3.11,0.0,1,5.213636422139081
97.jpg,97,157.8844467,142.6561304,101.4842554,160.0,145.0,104,21.97050383,97.49057318,157.8844467,22,90,160.0,0.560484923,0.570100392,1678.68716,0.008187089,0.030228298,14.15149804,1.702486441,0.380015542,1.743809911,1.512366703,59.66152003,-0.632112508,24.02142588,59.66152003,12.00786055,30.71189697,0.262217626,0.27749248,0.164080057,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/97.jpg,97,1.49,2.79,1,4.813063420026614
47.jpg,47,149.6291853,126.8057239,85.96436543,151.0,128.0,87,19.15023119,115.5952647,149.6291853,19,108,151.0,0.504749206,0.509553725,1541.709741,0.008737454,0.033412655,14.01263731,1.638923608,0.672643896,2.121372004,1.794961846,54.29109522,2.861087521,25.45449797,54.29109522,17.29596018,30.61543325,0.217525926,0.222498436,0.119429098,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/47.jpg,47,1.38,46.78,1,3.8448781161215235
