filename,Numeric numbers,mean_r,mean_g,mean_b,median_r,median_g,median_b,mean_h,mean_s,mean_v,median_h,median_s,median_v,mean_gray,median_gray,contrast,energy,homogeneity,entropy,RI,CI,HI,SI,lab_L,lab_a,lab_b,luv_L,luv_u,luv_v,xyz_X,xyz_Y,xyz_Z,image_path,image_no,soc,moisture,soil_type
11.jpg,11,150.7805724,139.4445751,123.9989636,155.0,144.0,128,17.41107302,54.15603077,150.7835021,17,45,155.0,0.551920964,0.569661176,2661.37504,0.006606736,0.027828595,14.77236308,2.054358135,0.269885757,2.541745334,0.604913626,58.61001589,1.544412824,9.790854304,58.61001589,7.764245388,13.02560627,0.256565216,0.266083185,0.228473536,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/11.jpg,11,4.43,69.63,1
12.jpg,12,155.5428292,139.7229153,116.8341837,160.0,143.0,120,17.75147481,73.89341518,155.5430684,18,64,160.0,0.554644586,0.568998431,2759.412436,0.006529826,0.025721331,14.78650092,1.610934959,0.331214571,2.398577467,0.876443863,58.95478401,2.161065447,14.41146271,58.95478401,11.16373759,18.7966095,0.261606418,0.269788916,0.206031298,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/12.jpg,12,5.34,86.86,1
13.jpg,13,151.6105708,141.8887317,127.0735411,158.0,147.0,132,18.36405851,49.58388473,151.6151945,18,41,158.0,0.560339009,0.581946667,1853.605341,0.006867949,0.034088725,14.64671975,2.135051782,0.216992828,2.378579494,0.516181895,59.42103636,1.006824754,9.199314691,59.42103636,6.708487394,12.393402,0.263676122,0.274854923,0.240142711,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/13.jpg,13,5.34,86.86,1
14.jpg,14,156.0714286,142.9772202,125.5277423,161.0,147.0,129,17.15092873,56.05634168,156.0719467,17,50,161.0,0.566673067,0.582497255,2235.894158,0.007033017,0.029138151,14.59384319,2.184062363,0.286096673,2.532512823,0.679224061,60.07614241,1.894848373,11.05930802,60.07614241,9.007474734,14.68939368,0.272782759,0.282079471,0.235813756,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/14.jpg,14,5.34,86.86,1
15.jpg,15,159.6281091,138.5662269,91.5693758,162.0,141.0,94,20.79641661,115.4276148,159.6281091,21,108,162.0,0.547660407,0.557970588,1760.033532,0.008676005,0.030469423,14.05548365,1.783955242,0.564867767,1.900495192,2.100016312,58.54750982,1.182391449,28.05963592,58.54750982,16.40336662,34.49910441,0.255064097,0.265414995,0.138034128,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/15.jpg,15,0.99,4.13,1
16.jpg,16,159.1781728,138.149992,91.19903938,163.0,142.0,94,20.76994978,121.6249801,159.1781728,21,107,163.0,0.546013007,0.561073725,3497.703996,0.006596082,0.02149234,14.7445965,1.651180355,0.44245281,1.902321232,1.613534721,58.38573398,1.180619536,28.04520664,58.38573398,16.37981651,34.45187366,0.253409026,0.263690808,0.136946846,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/16.jpg,16,0.99,4.13,1
17.jpg,17,162.1806441,141.2868503,106.0449817,168.0,147.0,110,18.81915657,99.54017857,162.1806441,19,88,168.0,0.561513109,0.582630588,2843.788297,0.006673655,0.026098273,14.74362522,1.830799336,0.416578934,2.196605996,1.340567284,59.77778967,2.494713521,21.71090729,59.77778967,15.44275975,27.51836155,0.271083799,0.278773721,0.175969596,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/17.jpg,17,1.31,34.31,1
18.jpg,18,170.7757494,150.2959782,115.7334582,178.0,157.0,121,18.83529974,89.69102758,170.7757494,19,81,178.0,0.596690086,0.622992549,2096.058977,0.007556493,0.030935187,14.44932319,1.826070843,0.38890096,2.192159327,1.33586119,63.17385386,2.301060469,21.04492444,63.17385386,15.04517697,27.22835647,0.308365141,0.317959194,0.209500065,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/18.jpg,18,1.31,34.31,1
19.jpg,19,167.9445552,146.2863321,109.7208626,174.0,151.0,114,18.82340163,98.25243144,167.944615,19,88,174.0,0.581381703,0.601978039,1650.766496,0.007386861,0.037034581,14.45816692,1.768390088,0.427462244,2.192532467,1.393296657,61.72815405,2.572253607,22.38156081,61.72815405,16.02175846,28.54217676,0.292593231,0.300857674,0.189339846,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/19.jpg,19,1.31,34.31,1
20.jpg,20,141.3242188,125.0547473,84.01110092,142.0,126.0,85,21.63020169,107.4753069,141.3242188,22,103,142.0,0.492363777,0.495590588,1087.890695,0.011176794,0.039270293,13.35948335,1.429489017,0.648100168,1.796224124,1.67808977,52.96410673,0.043158529,24.66506552,52.96410673,12.77337398,30.08418771,0.199812632,0.210133541,0.113908494,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/20.jpg,20,1.38,0.0,1
21.jpg,21,166.1862643,149.1811224,120.2977718,168.0,151.0,122,18.82166773,70.83155293,166.1862643,19,70,168.0,0.591028335,0.596449412,82.8377042,0.025599336,0.141490247,11.08751048,1.24200047,0.419448626,2.192084093,2.029234936,62.54443854,1.68705909,17.57786638,62.54443854,12.32784001,23.11474368,0.299493285,0.310436195,0.222734693,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/21.jpg,21,1.38,0.0,1
22.jpg,22,181.8084742,158.9194037,124.6163704,183.0,160.0,125,18.09255421,80.50384646,181.8084742,18,80,183.0,0.632588559,0.635597647,111.9607423,0.028092089,0.121729534,10.83582761,1.725655705,0.309847009,2.34086997,1.587797139,66.64391525,3.206353769,21.02813889,66.64391525,16.57834786,27.44198474,0.353078951,0.361625197,0.243884735,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/22.jpg,22,1.48,0.0,1
23.jpg,23,149.6930604,133.3194754,90.38550303,151.0,135.0,92,21.86712771,102.7449976,149.6930604,22,100,151.0,0.524326756,0.52916549,517.9932735,0.015577512,0.056150619,12.46003892,1.220497247,0.740292677,1.764431968,2.554788608,56.15109758,-0.256593638,25.41573076,56.15109758,12.93439414,31.54245215,0.228148626,0.240632819,0.131992166,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/23.jpg,23,1.48,0.0,1
24.jpg,24,158.5030094,143.6313576,102.8680843,161.0,146.0,105,22.04938616,91.06736288,158.5030094,22,88,161.0,0.564127653,0.57289098,502.7068386,0.015317567,0.061815391,12.53864255,1.998514029,0.471849166,1.733323264,2.653307889,60.00851092,-0.738260143,23.72613802,60.00851092,11.73862631,30.4579868,0.265590117,0.281327836,0.168247543,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/24.jpg,24,1.48,0.0,1
25.jpg,25,163.5257494,145.9316606,116.3675462,164.0,146.0,117,18.72411113,74.02525112,163.5257494,19,74,164.0,0.578583654,0.5799,166.6617553,0.023405121,0.099628877,11.32339764,1.397838479,0.512456864,2.206216188,2.757051937,61.35044463,1.857209165,18.09613251,61.35044463,12.78325196,23.58790094,0.286543345,0.296493021,0.208440308,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/25.jpg,25,2.12,0.0,1
26.jpg,26,141.9146604,127.7770249,93.29665577,142.0,128.0,93,21.16868622,89.33396445,141.9146604,21,87,142.0,0.50311858,0.503731373,632.2803692,0.014212813,0.049324139,12.67339259,1.857854202,0.632570192,1.822211164,1.911295685,53.94177624,-0.068358602,20.7221462,53.94177624,10.89858522,26.04073868,0.208199153,0.219197706,0.13556192,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/26.jpg,26,2.12,0.0,1
27.jpg,27,141.894591,127.7289939,92.82824458,142.0,128.0,93,21.29087612,90.24587452,141.894591,21,88,142.0,0.502834664,0.503731373,633.9340567,0.0139188,0.049341963,12.71577259,1.864536487,0.596571441,1.814196411,1.907125073,53.91775361,-0.111835973,20.95550546,53.91775361,10.94480709,26.30368716,0.207894627,0.218971923,0.134446027,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/27.jpg,27,2.12,0.0,1
28.jpg,28,153.7985292,139.0737404,112.0915378,154.0,140.0,113,19.6129823,69.90407765,153.7985292,20,69,154.0,0.550028789,0.553052157,339.387492,0.018800098,0.069928376,11.94103641,1.750271959,0.575721304,2.097414066,2.201644392,58.51755229,1.120355664,16.46758082,58.51755229,10.74261401,21.46389105,0.254610806,0.265095146,0.191272098,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/28.jpg,28,1.32,0.0,1
29.jpg,29,142.8822943,128.4347696,90.25001993,144.0,129.0,91,21.87930485,96.48114636,142.8822943,22,93,144.0,0.504908816,0.509036863,730.0973735,0.013122304,0.045574094,12.90531423,2.113918438,0.595493648,1.759354612,1.807602683,54.15870307,-0.426547233,22.75106242,54.15870307,11.34343011,28.36591704,0.209396822,0.221243586,0.128933763,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/29.jpg,29,1.32,0.0,1
30.jpg,30,165.5350167,157.12217,129.113082,167.0,158.0,130,23.08902663,58.38085938,165.5350167,23,56,167.0,0.615256646,0.621163137,1327.565523,0.009921881,0.034812707,13.6860115,1.932163686,0.212400477,1.606825651,1.103200527,64.80412871,-1.636707551,15.78423949,64.80412871,6.706452679,21.71672195,0.316758398,0.338007773,0.256579182,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/30.jpg,30,1.32,0.0,1
31.jpg,31,173.0173988,151.6491151,119.6129424,174.0,152.0,120,18.18496891,79.10285794,173.0173988,19,79,174.0,0.603451244,0.60678549,134.6242193,0.026151012,0.111004727,11.04777316,1.641681544,0.403724645,2.338577288,2.255117479,63.81675183,2.983005771,19.80325074,63.81675183,15.44577246,25.69532605,0.317756655,0.325767821,0.222554763,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/31.jpg,31,2.2,0.0,1
32.jpg,32,143.069874,128.627272,93.50171397,144.0,129.0,94,21.17490434,90.06299825,143.069874,21,88,144.0,0.506524597,0.509602353,545.3431694,0.015455193,0.052905897,12.44980918,2.090343029,0.637649617,1.824008229,2.125487546,54.28951531,-0.033851673,21.09028803,54.28951531,11.14222079,26.49608285,0.211392955,0.222483433,0.136506462,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/32.jpg,32,2.2,0.0,1
33.jpg,33,154.6015226,150.8132374,133.1600167,156.0,152.0,134,24.8852838,36.159658,154.6021405,26,35,156.0,0.589590003,0.593771765,758.8411675,0.01202257,0.045400701,13.11165732,1.658813442,0.125766098,1.437195173,0.71885773,62.25405458,-1.774780865,9.808162356,62.25405458,3.238689016,13.83556739,0.287217908,0.307005799,0.266546793,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/33.jpg,33,2.2,0.0,1
34.jpg,34,163.1113879,146.681521,114.8004624,164.0,148.0,116,19.57421875,76.23594946,163.1113879,20,75,164.0,0.579898994,0.584112157,240.3574231,0.019952162,0.085353439,11.75907869,1.39133379,0.500540293,2.037173742,2.517480503,61.48209028,1.055950258,19.14599189,61.48209028,12.17205893,25.01445112,0.285944237,0.298009437,0.204007961,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/34.jpg,34,1.49,0.0,1
35.jpg,35,148.82954,134.8623844,98.13723693,150.0,136.0,99,21.81734295,88.8082948,148.82954,22,86,150.0,0.530127537,0.534806275,636.5201393,0.013929442,0.050198422,12.74096371,2.082170118,0.521455838,1.762350224,2.347138528,56.63265881,-0.506504824,21.70339217,56.63265881,10.90890282,27.6287869,0.232193838,0.245483247,0.151011479,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/35.jpg,35,1.49,0.0,1
36.jpg,36,153.2465322,152.4035395,135.6382533,156.0,155.0,138,28.58677455,31.03214684,153.5837651,28,30,156.0,0.593623131,0.604993333,846.9474095,0.011001275,0.044726372,13.4094383,1.550136354,1.866475132,1.117068548,0.58651327,62.63537247,-2.746280817,8.939501036,62.63537247,1.421626252,12.87027149,0.288947391,0.311515655,0.276420153,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/36.jpg,36,1.49,0.0,1
37.jpg,37,136.729831,121.4729153,97.24087213,136.0,121.0,96,18.45717076,75.00952647,136.729831,18,74,136.0,0.482226979,0.478825098,426.69791,0.016789764,0.064316858,12.29190276,1.206550921,0.66637065,2.265381519,1.44892399,51.78485369,1.891812686,15.45180607,51.78485369,10.95433587,19.3885192,0.193362071,0.199537268,0.141978743,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/37.jpg,37,6.72,0.0,1
38.jpg,38,144.2184311,126.3279257,92.12898597,144.0,126.0,92,19.62129305,96.18090322,144.2184311,20,92,144.0,0.500642802,0.500620392,1176.88551,0.010355104,0.036533534,13.56136958,1.924703567,0.622207117,2.050132583,1.568965935,53.73985936,1.57393701,21.15370636,53.73985936,13.41415885,26.17499176,0.209802985,0.217304757,0.132411526,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/38.jpg,38,6.72,0.0,1
39.jpg,39,161.938915,152.2570552,127.9277742,163.0,153.0,129,21.45685188,56.3567044,161.938915,21,53,163.0,0.598275722,0.600699216,1758.413617,0.00866372,0.030680823,14.0290953,1.39018641,0.241304411,1.80349889,1.048673138,63.15419533,-0.56402636,14.10091343,63.15419533,7.287311746,19.24999371,0.300490406,0.317722409,0.249410384,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/39.jpg,39,6.72,0.0,1
40.jpg,40,164.8457031,142.5046237,106.6189214,165.0,143.0,107,18.45986129,90.79047752,164.8457031,18,90,165.0,0.567312721,0.568656078,223.503143,0.020191369,0.087330852,11.73770723,2.593214114,0.685434488,2.250695852,3.223579456,60.36810471,2.993696732,22.2278638,60.36810471,16.46925543,28.09387905,0.278673797,0.285339614,0.178407706,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/40.jpg,40,1.18,0.0,1
41.jpg,41,144.3629026,129.794025,91.50735411,146.0,131.0,93,21.842614,95.80610252,144.3629026,22,93,146.0,0.510311539,0.515198431,684.5396781,0.013352248,0.048612416,12.84977439,2.081617499,0.599703472,1.764390947,1.919228756,54.69690472,-0.40336381,22.78078864,54.69690472,11.42765258,28.48574924,0.214308747,0.226374358,0.132503736,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/41.jpg,41,1.18,0.0,1
42.jpg,42,169.8370336,165.8532765,144.1273717,171.0,167.0,146,25.3060228,40.14371413,169.8371134,24,38,171.0,0.64758191,0.653413725,1263.869415,0.009756581,0.03628265,13.70862727,1.641253785,0.09064454,1.372665599,0.715212375,67.8470484,-2.3633635,11.78008401,67.8470484,3.583996293,16.86372379,0.351949108,0.377649896,0.318643671,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/42.jpg,42,1.18,0.0,1
43.jpg,43,163.4334542,145.3028938,120.4803093,164.0,146.0,121,17.34843351,67.48413584,163.4334542,17,67,164.0,0.577905606,0.580174902,153.1295444,0.023711871,0.102470134,11.28687145,1.32791746,0.495532153,2.466001916,2.158370128,61.25920715,2.756346977,15.66195817,61.25920715,12.79345431,20.43562936,0.287842379,0.295445088,0.221037896,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/43.jpg,43,3.11,0.0,1
44.jpg,44,138.2390784,122.5823103,89.05510603,139.0,123.0,90,20.32513552,92.84811464,138.2390784,20,90,139.0,0.484282596,0.486072941,625.5081678,0.014409124,0.049845237,12.6241574,1.608397841,0.672724991,1.936160362,1.555403349,52.07280765,0.759866681,20.57595311,52.07280765,11.86956953,25.43064886,0.19357763,0.202091023,0.123416844,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/44.jpg,44,3.11,0.0,1
45.jpg,45,161.6602559,147.4004305,114.5570592,162.0,148.0,115,20.98491311,76.28156888,161.6602559,21,74,162.0,0.580637789,0.582162745,983.6926049,0.01149932,0.0403211,13.24298883,1.832162469,0.451013663,1.871066216,1.743983518,61.5388869,0.036534144,19.33765306,61.5388869,10.80353738,25.44344629,0.283965478,0.298665267,0.20350709,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/45.jpg,45,3.11,0.0,1
46.jpg,46,144.5408163,122.881816,85.92801339,146.0,124.0,87,18.83605708,110.2930086,144.5408163,19,103,146.0,0.489490135,0.494150196,1498.623078,0.008987425,0.03371542,13.93944029,1.73506347,0.643578852,2.175594114,1.766634273,52.7148878,2.894857712,23.31716138,52.7148878,16.22562368,28.07587025,0.203417959,0.207863654,0.117270654,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/46.jpg,46,1.38,46.78,1
47.jpg,47,149.6291853,126.8057239,85.96436543,151.0,128.0,87,19.15023119,115.5952647,149.6291853,19,108,151.0,0.504749206,0.509553725,1541.709741,0.008737454,0.033412655,14.01263731,1.638923608,0.672643896,2.121372004,1.794961846,54.29109522,2.861087521,25.45449797,54.29109522,17.29596018,30.61543325,0.217525926,0.222498436,0.119429098,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/47.jpg,47,1.38,46.78,1
48.jpg,48,128.1736886,109.8680445,77.10694356,128.0,109.0,77,19.26072226,108.227559,128.1736886,19,102,128.0,0.436846739,0.434839608,1093.050168,0.010091056,0.03872288,13.62981921,1.767255965,0.54058725,2.119409185,1.230061812,47.31909012,2.1893209,20.9526996,47.31909012,13.65754895,24.74186345,0.158335391,0.162640997,0.093442374,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/48.jpg,48,1.48,46.5,1
49.jpg,49,138.4635085,117.6654775,81.69475446,138.0,117.0,81,18.95402184,110.9052734,138.4635085,19,105,138.0,0.468594392,0.466695294,1229.134149,0.009627017,0.037212104,13.7689041,1.8747938,0.62503459,2.159107514,1.621931102,50.60111201,2.739183529,22.83062649,50.60111201,15.58461183,27.20328923,0.185089477,0.189265072,0.105978476,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/49.jpg,49,1.48,46.5,1
50.jpg,50,138.6976443,119.3676459,87.13903061,141.0,121.0,88,18.79444356,102.8048868,138.6976443,19,94,141.0,0.475104264,0.481280392,1312.78153,0.008810128,0.036952959,14.00057271,1.832079603,0.566437442,2.202363711,1.550449558,51.19286247,2.544134545,20.50542026,51.19286247,14.28769584,24.87521751,0.189639482,0.194354885,0.117965463,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/50.jpg,50,2.12,51.14,1
51.jpg,51,123.261639,106.8098693,75.73136559,122.0,106.0,75,19.60742188,105.7545839,123.261639,20,99,122.0,0.423784746,0.419406275,1187.733484,0.009728722,0.036586852,13.72347387,1.68526227,0.464837604,2.060690538,1.016479046,45.94048881,1.641100559,19.83771306,45.94048881,12.27455395,23.4325755,0.147391477,0.152247411,0.089489534,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/51.jpg,51,1.32,48.55,1
