Best_Model,Internal_Validation,Independent_Validation,R²,RMSE,MAE,RPD,RPIQ,Capability
WeightedEnsemble_L2,AutoML 80/20 split on 461 samples,197 samples (Kennard-Stone),0.7956736594711523,0.5021332468509795,0.18550332647894843,2.2122684286758396,1.8321830027578965,EXCELLENT
