Best_Model,Selection_Criterion,Composite_Score,RPD,RPIQ,RMSE,R²,MAE,Capability
WeightedEnsemble_L2,Composite Score (0.35×RPD + 0.25×RPIQ + 0.20×RMSE + 0.15×R² + 0.05×MAE),0.6225850662551057,2.2122684286758396,1.8321830027578965,0.5021332468509795,0.7956736594711523,0.18550332647894843,EXCELLENT
