image_no,soc,entropy,median_h,mean_s,lab_b,luv_u,CI,luv_v,median_s,median_r,SI,median_v,mean_r,moisture,soil_type
472,2.51,14.35906911,19,117.0639403,22.85023616,14.74238397,0.491663689,27.38832033,103,140.0,1.471969794,140.0,138.1796091,0.0,2
437,2.07,13.11459377,18,117.0514987,23.96403198,18.634293,0.795243419,27.77487734,116,136.0,1.403742978,136.0,138.6828563,0.0,1
295,2.5,14.13100328,22,73.79456314,11.45442964,5.228839417,0.143970481,13.97956996,65,99.0,0.481011658,99.0,103.0092674,57.41,3
520,2.77,13.26754787,19,88.43622449,13.70159494,8.59573978,0.204574149,15.78791764,83,100.0,0.434840547,100.0,101.0637556,50.91,2
710,1.59,13.66631313,17,67.97871492,11.48719367,8.386246348,0.388425399,14.18106205,62,121.0,0.72413014,121.0,119.5885882,29.25,1
474,2.77,12.50150067,19,135.1539381,26.85247284,18.11066826,0.830914299,29.5473711,133,125.0,0.760217814,125.0,125.9286312,0.0,2
591,1.27,13.26084077,17,88.35335619,16.31378815,12.7262635,0.671119918,19.65555058,85,130.0,1.110734423,130.0,128.425582,26.02,1
383,2.66,15.12142395,16,92.73612883,14.69067349,12.95625729,0.327724352,18.41461735,74,147.0,0.762018593,147.0,144.4103157,19.2,1
529,1.75,14.60616691,17,115.1788929,19.84629959,15.92722165,0.54450507,23.54538327,98,136.0,1.209473983,136.0,135.3193692,63.76,1
356,1.92,14.46165369,23,78.40407765,17.21618699,7.539949761,0.260973729,22.46817637,69,144.0,1.048416163,144.0,141.9714605,33.39,2
652,2.05,14.2445666,18,123.1615912,29.81739171,23.67930544,0.673919369,36.01419588,114,179.0,2.228292193,179.0,174.2719428,2.19,1
590,1.27,12.76459053,17,108.6651188,15.74693872,11.62484796,0.170807222,16.99349265,103,98.0,0.365163994,98.0,96.77387596,26.02,1
58,6.72,14.42854317,19,84.3511639,15.2289042,10.19973566,0.340840508,18.9324249,75,129.0,0.89256295,129.0,130.0918766,53.32,1
180,1.18,13.58435115,21,126.2144252,30.21534125,17.1291386,0.690541194,35.96683358,119,154.0,2.347452293,154.0,152.0955238,3.23,1
275,1.92,13.98742031,20,138.0539501,28.98235688,18.06077452,0.671053025,32.97339481,132,136.0,1.422220974,136.0,137.589784,0.0,2
190,2.12,14.53766986,21,115.7867706,24.57430645,14.12028854,0.462667025,29.9441138,103,147.0,1.427024004,147.0,144.5935706,0.85,1
51,1.32,13.72347387,20,105.7545839,19.83771306,12.27455395,0.464837604,23.4325755,99,122.0,1.016479046,122.0,123.261639,48.55,1
151,6.72,14.66970901,18,128.2211217,23.25571704,17.11774858,0.497522814,26.9648479,114,132.0,1.27332806,132.0,134.1554129,25.64,1
365,2.07,15.06899343,18,136.0665059,27.66222205,20.37160308,0.461971589,32.84547591,118,161.0,1.376290629,161.0,155.7442004,17.5,1
307,1.92,13.31890651,20,127.2992068,20.3523744,11.75560437,0.253144919,22.02103484,119,101.0,0.557262246,101.0,100.9974091,28.31,2
44,3.11,12.6241574,20,92.84811464,20.57595311,11.86956953,0.672724991,25.43064886,90,139.0,1.555403349,139.0,138.2390784,0.0,1
97,1.49,14.15149804,22,97.49057318,24.02142588,12.00786055,0.380015542,30.71189697,90,160.0,1.512366703,160.0,157.8844467,2.79,1
47,1.38,14.01263731,19,115.5952647,25.45449797,17.29596018,0.672643896,30.61543325,108,151.0,1.794961846,151.0,149.6291853,46.78,1
6,1.22,13.30445934,20,102.0948461,25.68159375,15.82543867,0.658256742,32.19006209,99,163.0,2.193528626,163.0,162.9836177,13.5,1
266,2.5,14.98335925,20,124.9063098,27.77589065,17.22560098,0.38158381,34.42813269,106,175.0,1.422417432,175.0,165.0561424,7.68,3
480,2.05,14.35761471,17,117.5130341,16.71129621,13.96582904,0.371627925,18.60202498,104,107.0,0.786887359,107.0,110.0531928,77.01,1
495,2.66,14.47158852,18,76.99447943,12.94855456,9.199675428,0.321074135,16.10176349,68,124.0,0.746220324,124.0,125.5523956,65.56,1
11,4.43,14.77236308,17,54.15603077,9.790854304,7.764245388,0.269885757,13.02560627,45,155.0,0.604913626,155.0,150.7805724,69.63,1
684,2.77,14.07194191,18,126.3526985,23.13058819,16.99673201,0.667796262,26.37365468,114,132.0,1.484806482,132.0,128.7547632,5.18,2
694,2.05,14.5954644,17,104.6664142,19.41117319,17.05797845,0.566792523,23.50109157,91,152.0,1.36710463,152.0,145.9784957,27.75,1
698,1.75,14.00929383,19,56.25283004,11.59280494,7.109504623,0.318873623,15.32233437,51,145.0,0.947219407,145.0,141.8853237,39.6,1
535,2.66,14.33885958,17,81.48413584,11.94652562,10.11391919,0.346666588,14.29426183,71,115.0,0.647659004,115.0,116.4238879,60.57,1
18,1.31,14.44932319,19,89.69102758,21.04492444,15.04517697,0.38890096,27.22835647,81,178.0,1.33586119,178.0,170.7757494,34.31,1
290,1.92,14.82055006,19,122.6303611,20.06563742,13.15079339,0.36629247,23.51925523,106,119.0,0.998984775,119.0,123.6392498,45.85,2
343,2.5,14.10450582,21,126.1214525,31.79027198,19.58957845,0.607293029,38.45741661,118,170.0,2.444286312,170.0,167.1111288,1.76,3
523,2.07,14.3509491,16,119.4102958,22.07144472,19.7527782,0.752495968,25.58864857,108,142.0,1.612643925,142.0,140.1772561,61.42,1
705,1.59,12.86518124,17,143.0417132,19.93770808,14.4830159,0.213835398,19.69204885,134,92.0,0.437748641,92.0,91.2027264,29.25,1
479,2.77,12.4393705,19,111.5287588,22.03038968,13.80885718,0.521914623,25.47480545,109,123.0,0.727646137,123.0,123.4746492,0.0,2
641,2.51,13.59179952,17,82.84470663,17.52055908,13.73264269,0.669107544,22.04853816,81,151.0,1.757767961,151.0,149.5715681,1.33,2
158,3.11,14.44716014,19,107.084383,20.7700067,14.1651201,0.497543769,25.13962936,97,138.0,1.36123476,138.0,137.7577129,23.27,1
219,2.29,14.96703421,19,100.6278101,20.10930094,13.41417617,0.336388267,25.66819705,83,163.0,1.053060573,163.0,156.8299984,13.35,2
321,1.92,13.6103936,19,142.4910515,23.52193384,15.65056208,0.384105172,24.87872119,135,106.0,0.799176741,106.0,108.2202049,14.31,2
497,2.66,14.12579995,19,61.28828524,9.485814101,5.924746236,0.203559601,11.76594074,53,110.0,0.486188823,110.0,110.419603,65.56,1
143,1.32,14.22376804,20,129.0719667,29.54423996,19.45196136,0.674189688,34.95649601,121,155.0,1.94440503,155.0,154.6189214,1.81,1
508,1.27,13.81598479,18,96.07308275,15.10167273,10.5612407,0.314367553,17.48819832,88,108.0,0.677667634,108.0,109.1168088,60.16,1
566,2.05,13.73570349,16,96.3885523,18.04807205,15.72812302,0.734240338,21.62282334,91,139.0,1.438612738,139.0,137.1435547,33.5,1
200,6.72,14.35035569,20,93.10245934,16.87495398,9.609506829,0.312692095,20.6964435,82,124.0,0.969853529,124.0,124.3194356,0.99,1
440,2.07,13.9629333,19,121.8092714,26.12364855,17.70219348,0.778530179,30.75959506,117,142.0,1.511491815,142.0,143.8972218,0.0,1
298,2.05,13.0225553,21,104.5763114,16.60385678,8.488295482,0.145611837,18.6276029,98,97.0,0.394401084,97.0,96.83484136,27.86,2
56,1.49,13.80573605,20,97.36595185,21.0171687,12.80861815,0.518030532,26.05162056,90,145.0,1.582728675,145.0,142.8477958,39.76,1
541,1.59,14.01560061,17,110.6365792,19.14301444,14.40806579,0.553418387,22.1436843,102,122.0,0.996643734,122.0,122.5668447,45.07,1
651,2.05,14.03822307,17,120.3439892,24.31432748,19.71552898,0.748837767,28.46659636,110,148.0,1.895623367,148.0,145.2138672,2.19,1
681,2.51,13.77324768,19,94.08113441,17.40192392,11.2321095,0.496871593,21.0016409,86,127.0,1.098640744,127.0,124.6907685,2.77,2
20,1.38,13.35948335,22,107.4753069,24.66506552,12.77337398,0.648100168,30.08418771,103,142.0,1.67808977,142.0,141.3242188,0.0,1
522,2.07,14.03725143,16,129.5126355,20.36598306,17.66658165,0.643982884,22.17984426,117,118.0,1.041917205,118.0,116.4559152,61.42,1
619,1.75,13.35323275,18,105.651427,19.70546658,14.12164465,0.747098804,23.10285545,99,129.0,1.319903953,129.0,126.1387317,0.21,1
232,1.92,14.56865087,18,114.820452,25.53246626,20.40575077,0.563596058,31.3711103,102,174.0,1.76573541,174.0,167.5001794,8.89,2
131,3.11,14.08609769,20,106.7639509,25.10279735,15.81392154,0.545323066,31.22450345,99,161.0,1.876385358,161.0,158.6738481,0.98,1
494,2.66,13.64550284,20,63.33631617,9.104014904,4.894029797,0.12995516,10.85704254,58,92.0,0.312120576,92.0,94.66230867,65.56,1
592,1.27,13.01437455,19,103.8180604,17.14571811,11.3107034,0.279362614,19.45142124,98,109.0,0.481988281,109.0,107.435806,26.02,1
38,6.72,13.56136958,20,96.18090322,21.15370636,13.41415885,0.622207117,26.17499176,92,144.0,1.568965935,144.0,144.2184311,0.0,1
450,1.75,13.49742533,19,109.6270528,23.54453474,15.05308982,0.651118925,28.20085366,107,138.0,1.553903208,138.0,139.6139987,0.0,1
237,1.92,14.7639276,19,128.4136639,31.16897763,21.5111863,0.484792259,38.10971382,116,186.0,1.868466784,186.0,175.8468391,8.89,2
416,2.51,15.00164826,17,92.53194754,17.12859475,14.28304648,0.356736754,21.79687927,77,164.0,0.926818701,164.0,156.885523,19.4,2
457,1.59,12.95931481,19,126.5659877,26.0922042,17.52320332,0.965026242,29.68936435,123,133.0,1.193118934,133.0,132.685806,0.0,1
79,6.72,14.700802,19,128.3770528,26.65886839,17.81389848,0.511007625,31.66558762,114,149.0,1.464567858,149.0,147.933514,12.25,1
715,1.27,13.92635849,19,66.81080596,12.80079246,8.289616447,0.382768697,16.37219801,60,136.0,0.981847253,136.0,132.6726921,29.5,1
608,2.77,13.48521105,18,110.1219308,16.79808945,11.33241463,0.27902716,18.59104558,103,100.0,0.602921013,100.0,101.6793686,25.73,2
604,2.77,13.69865897,17,90.91380341,15.7616069,12.17474182,0.425138302,18.68718301,88,119.0,0.818642706,119.0,121.1790099,25.73,2
310,2.5,13.76814578,20,119.3466598,24.37834281,14.79788257,0.618001595,28.53978358,112,133.0,1.341283693,133.0,132.4040179,25.85,3
340,2.5,13.46654639,20,126.0711496,28.15408347,18.09781625,0.808116926,32.88894328,120,146.0,2.028369996,146.0,144.8615474,1.76,3
571,1.75,13.9257017,19,99.07501594,24.73742039,17.67326003,0.518769981,31.3726531,94,178.0,1.796179487,178.0,173.3506059,3.98,1
720,2.51,14.23752148,15,99.67309072,18.98032738,19.06835455,0.81698643,22.8083571,94,148.0,1.469231156,148.0,149.6128428,21.72,2
400,1.59,15.11283134,18,96.18963249,15.48732738,11.19195827,0.280314236,19.5116627,76,138.0,0.748757054,138.0,139.3573422,13.3,1
357,2.5,13.45203276,19,120.3820552,22.26362228,14.80545586,0.493290712,25.22427405,115,120.0,0.978656068,120.0,120.6845902,27.6,3
483,2.05,14.37768858,17,99.79005899,15.43160415,12.14681079,0.375943893,18.11860243,88,116.0,0.805288006,116.0,118.0662468,77.01,1
452,2.66,12.90807889,18,97.07045201,18.30101213,13.11858888,0.554174346,21.63662163,96,123.0,0.969265625,123.0,124.6813815,0.0,1
83,3.11,14.2940207,19,123.3625239,27.51209058,19.12078465,0.57439807,32.94638637,113,158.0,1.726621592,158.0,155.5149673,14.96,1
93,1.32,13.94340743,21,108.5104432,25.92480505,14.46141972,0.586553123,32.08993785,102,155.0,1.774299238,155.0,153.7695313,2.37,1
464,1.27,12.77252975,19,111.904835,23.80597898,16.38187904,0.806238706,28.06475503,110,137.0,1.475372527,137.0,138.1099729,0.0,1
516,2.77,13.63733641,17,116.5925322,19.12176066,14.43157088,0.464948896,21.3395304,109,112.0,0.731634892,112.0,113.2388471,50.91,2
164,1.48,14.24225977,21,124.8583984,33.39861497,19.35977026,0.486660064,41.12453002,116,181.0,2.294698264,181.0,177.0750359,2.6,1
680,2.51,14.13913825,18,108.8728476,23.09950757,18.09107068,0.640877204,28.07553174,100,158.0,1.937877722,158.0,153.4121891,2.77,2
603,2.77,13.36586265,17,114.7983897,15.59914879,12.02339044,0.249958247,16.50946982,107,92.0,0.481370368,92.0,94.15473533,25.73,2
361,2.07,15.03795286,17,120.4672752,21.0158596,17.51380842,0.410572317,25.28828562,102,146.0,1.039032389,146.0,146.0076531,17.5,1
632,1.59,14.03677814,20,106.3840282,20.31446273,12.4666832,0.475916743,24.25940903,97,128.0,1.141540938,128.0,127.6969069,1.41,1
404,1.27,14.85794755,19,111.7924705,23.77066835,16.17754705,0.45328781,29.43565271,98,159.0,1.435464819,159.0,156.1298828,13.6,1
583,2.66,13.23616069,20,79.09400909,11.55823225,6.660360739,0.158356241,13.41992946,71,97.0,0.343333452,97.0,95.54729353,37.0,1
396,1.59,14.15202318,19,86.58797034,18.64322746,12.75872191,0.509478457,23.69691905,80,153.0,1.456028156,153.0,151.1424785,13.3,1
425,2.51,15.15616844,18,111.3717315,21.48667608,16.51424788,0.393790359,26.83958192,91,165.0,1.072481587,165.0,158.7376834,19.4,2
359,2.5,14.24503973,22,72.7479273,16.78881753,8.65680579,0.306793715,22.10236179,67,152.0,1.207321571,152.0,150.2821668,27.6,3
490,1.75,14.13717683,18,88.93963249,15.32946238,10.75018587,0.421631703,18.58392463,79,125.0,0.952603522,125.0,123.2549027,75.9,1
521,2.77,13.76730413,19,95.73156489,16.58741207,10.83938477,0.396144405,19.63608682,89,117.0,0.818480815,117.0,116.8909837,50.91,2
639,1.27,13.93482252,20,110.6841518,24.02065654,15.03592066,0.56925663,29.11786157,102,149.0,1.896981035,149.0,144.490354,1.67,1
674,1.27,13.56409213,19,132.8466996,24.49161413,17.26040785,0.717233708,27.18505926,123,126.0,1.303391836,126.0,123.5799386,4.31,1
15,0.99,14.05548365,21,115.4276148,28.05963592,16.40336662,0.564867767,34.49910441,108,162.0,2.100016312,162.0,159.6281091,4.13,1
49,1.48,13.7689041,19,110.9052734,22.83062649,15.58461183,0.62503459,27.20328923,105,138.0,1.621931102,138.0,138.4635085,46.5,1
205,3.11,14.67415189,20,105.777842,23.13925678,13.83083977,0.391439238,29.01721005,93,158.0,1.328522293,158.0,153.550283,0.84,1
270,2.05,13.08105529,20,109.9330745,24.02376852,14.25068067,0.730736213,28.73145787,107,137.0,1.439212893,137.0,137.4880823,0.0,2
344,2.05,13.21719558,19,137.4839166,21.03954701,13.76608042,0.307274116,21.91133063,129,99.0,0.575781207,99.0,98.99380182,36.1,2
329,2.05,13.27887808,20,108.9331354,21.1398544,12.82179117,0.516490943,24.75384265,104,124.0,1.023760282,124.0,123.5254106,5.25,2
294,2.5,14.47599111,20,76.39016661,11.24725191,6.736429211,0.205309351,13.71435604,65,105.0,0.515515996,105.0,108.6506497,57.41,3
588,1.59,14.01784276,19,110.0013951,18.3447602,12.43795822,0.432566352,21.11616746,100,115.0,0.909671549,115.0,115.1051499,23.77,1
16,0.99,14.7445965,21,121.6249801,28.04520664,16.37981651,0.44245281,34.45187366,107,163.0,1.613534721,163.0,159.1781728,4.13,1
141,2.12,14.51008876,20,124.4437779,24.83228047,15.90210884,0.511788518,29.35868665,112,139.0,1.398399945,139.0,139.0050223,5.03,1
640,2.51,13.11777666,18,96.11314174,15.65684688,11.31714121,0.335056023,17.97772774,91,110.0,0.589973636,110.0,109.5159239,1.33,2
692,2.05,14.40526805,17,90.0007374,16.94729588,13.47098525,0.475255449,21.02983431,79,147.0,1.271838786,147.0,142.3259526,27.75,1
525,2.07,14.32050134,18,120.2011121,21.33307647,16.54405807,0.648200626,24.76643977,105,137.0,1.528194973,137.0,131.2432039,61.42,1
685,2.77,14.38789545,18,123.9842554,26.70298834,20.3011328,0.668269714,31.77044915,113,160.0,1.904273524,160.0,155.1537388,5.18,2
291,1.92,14.66871745,18,101.8740234,14.23544989,10.40848413,0.302819374,16.68121074,87,106.0,0.680920491,106.0,111.4296277,45.85,2
532,1.75,14.25427702,19,107.7340163,19.06560852,13.28986692,0.510346064,22.58570775,95,128.0,1.255880025,128.0,126.3974011,63.76,1
333,2.29,12.88715253,19,118.8729672,20.28666848,12.78483982,0.341399922,22.41439622,113,108.0,0.584498133,108.0,107.7606027,4.3,2
381,1.75,15.05513056,19,125.7526905,23.37241438,16.69184381,0.392127367,28.3779202,106,152.0,1.133681777,152.0,149.1181441,22.3,1
559,2.77,14.24719017,17,118.5501011,19.34207974,14.80145189,0.533668516,22.11537336,106,120.0,0.980350196,120.0,120.5644631,42.7,2
575,1.75,14.21244345,20,102.1308195,23.11571025,14.56596018,0.458206205,28.94143896,92,161.0,1.630119927,161.0,155.1375957,3.98,1
730,2.77,14.32560647,19,75.79878827,13.61264295,9.285008421,0.370750051,17.08116572,67,132.0,0.881526973,132.0,129.4255022,27.98,2
713,1.27,13.77058413,16,115.9300662,24.00320942,21.68208825,0.908737767,28.19380578,110,153.0,2.149490737,153.0,151.4447345,29.5,1
628,2.66,14.11035166,19,94.07555405,18.74760154,12.02224715,0.473292786,23.21182834,84,142.0,1.388369029,142.0,137.5131138,1.65,1
509,2.51,13.66991441,17,128.484375,18.71413343,13.91269227,0.348537076,19.80666799,121,97.0,0.693843624,97.0,100.467614,21.1,2
106,3.11,14.59998102,21,128.0471939,30.55683042,17.54532187,0.465347175,37.2516365,114,168.0,1.850898298,168.0,163.0736408,10.48,1
658,1.75,14.10990355,19,114.2739756,28.13420127,21.02425903,0.565995654,34.74843889,106,181.0,1.988898013,181.0,174.8756776,10.81,1
347,2.05,13.90706319,20,99.58081553,19.90417384,11.33112638,0.450944729,24.21661664,92,130.0,1.142135061,130.0,130.097457,36.1,2
339,1.92,14.35334475,20,142.5399992,33.533337,20.82620248,0.686687373,38.96851717,132,161.0,2.431141698,161.0,157.391761,7.87,2
611,2.07,13.86688514,17,110.4272162,20.60074068,16.5819024,0.734668389,24.13223918,101,136.0,1.490099714,136.0,133.5915976,0.18,1
348,2.05,14.13324445,21,114.8430126,23.62428158,13.25095327,0.497832148,28.30275426,104,137.0,1.456868648,137.0,134.850865,36.1,2
317,2.29,12.93162274,18,126.7040816,17.71543962,11.28767844,0.180543646,18.21738574,120,88.0,0.378103216,88.0,88.81881776,13.59,2
714,1.27,13.33034448,17,110.1355827,18.25266872,14.23372085,0.544797619,20.6100031,102,117.0,0.78955177,117.0,115.0269452,29.5,1
311,2.5,13.33941687,20,124.0411551,22.63014741,12.96963448,0.398068493,25.38823501,117,114.0,0.779916492,114.0,114.1314373,25.85,3
264,2.5,14.49172456,20,115.849709,28.38067018,19.02707391,0.415041197,35.47090621,105,185.0,1.746774629,185.0,175.1003667,7.68,3
546,1.27,14.1501045,17,114.481545,17.57672424,13.62089464,0.410834511,19.82821721,102,112.0,0.893754846,112.0,112.7204241,55.97,1
299,2.05,13.02077385,20,109.1759606,17.7029215,9.689302296,0.177123024,19.77897207,103,100.0,0.41635554,100.0,100.0921755,27.86,2
636,1.27,13.69556112,19,100.5358937,24.00212309,17.00720845,0.610530216,29.99251663,97,167.0,2.048801701,167.0,163.0525151,1.67,1
663,2.66,13.64574321,17,108.6372967,18.94719574,14.41735009,0.654570981,21.93476569,99,125.0,1.117289908,125.0,122.6851483,10.69,1
429,2.77,15.11267487,19,115.3785674,22.80090964,15.05847847,0.36525404,28.37732976,97,159.0,1.167044601,159.0,153.693758,18.6,2
515,2.77,13.25573079,17,129.5903619,16.77074645,12.16473347,0.210210338,16.95216496,121,86.0,0.475094026,86.0,87.62143256,50.91,2
626,2.66,13.91239872,17,80.94610969,17.65723432,13.89972073,0.522905418,22.55768969,76,162.0,1.509762452,162.0,157.4114716,1.65,1
454,2.66,13.99975839,19,115.0432278,25.10780605,16.88667646,0.703493481,30.08084034,110,145.0,1.646734053,145.0,146.6281091,0.0,1
64,1.38,14.16383238,21,126.478137,29.34781747,16.58061546,0.582658687,35.05623157,118,152.0,1.855681313,152.0,150.6662946,6.86,1
152,6.72,14.58173575,19,111.4806282,19.88403348,14.08857142,0.44668196,23.64451262,99,129.0,1.129590074,129.0,130.6450694,25.64,1
433,2.77,15.05026624,18,104.2106784,18.6351263,14.59127864,0.361373283,23.30187353,86,154.0,0.962596442,154.0,150.4654616,18.6,2
167,2.12,14.55757211,22,112.4115115,25.73131108,13.68248613,0.408469965,32.01537339,100,157.0,1.48537349,157.0,153.4089804,5.03,1
55,1.49,13.63469672,20,95.0127551,19.33637554,11.5560495,0.512519031,23.70657489,88,135.0,1.298189206,135.0,132.890346,39.76,1
561,2.77,13.61481813,19,111.5778061,18.65992254,12.46474089,0.407419772,21.16613145,104,111.0,0.783571622,111.0,111.6801459,42.7,2
134,1.38,14.1048234,20,142.3399833,30.64861096,19.21811355,0.709954982,34.82768068,134,142.0,1.83766853,142.0,142.1470225,19.4,1
89,1.48,13.90486492,22,104.5440051,27.30332519,14.57301826,0.477631525,34.55754161,99,168.0,2.021038532,168.0,166.3104074,5.1,1
17,1.31,14.74362522,19,99.54017857,21.71090729,15.44275975,0.416578934,27.51836155,88,168.0,1.340567284,168.0,162.1806441,34.31,1
585,1.59,13.94527218,17,86.14120297,15.35706072,12.11403697,0.475179741,18.63121043,82,126.0,0.919973414,126.0,128.3560866,23.77,1
650,2.77,13.85750138,19,117.7196468,22.40286593,14.56367283,0.537470263,25.96406868,110,126.0,1.283760663,126.0,126.4819037,3.96,2
325,2.5,13.17001224,19,127.0714286,24.31206446,15.2586047,0.561547861,27.28389258,121,122.0,1.00523474,122.0,121.5195711,5.62,3
322,1.92,14.27111249,20,131.8194754,28.9784688,19.06289674,0.682998165,33.89918246,122,150.0,1.893548055,150.0,148.816486,14.31,2
661,1.75,14.03800242,19,110.37215,23.36545465,15.03782413,0.55574419,28.34910108,100,149.0,1.803978673,149.0,144.0292769,10.81,1
538,2.66,14.28911021,19,82.11065051,12.83177174,8.549476901,0.315432112,15.5908895,71,116.0,0.653017782,116.0,115.0535116,60.57,1
177,6.72,14.35772791,20,101.6217116,22.1468777,14.05034664,0.441999773,27.57160295,93,152.0,1.43728208,152.0,149.8735651,7.26,1
137,1.48,13.76246221,20,130.1287468,27.7624632,17.78281239,0.779897387,32.05904609,123,140.0,1.634844986,140.0,139.83524,19.86,1
722,2.51,14.14820452,19,58.81431362,11.35329095,7.164200824,0.319563211,14.76461628,54,134.0,0.834941406,134.0,134.4405493,21.72,2
539,2.66,14.04180118,20,73.40784439,10.78268198,6.529925583,0.211699562,12.99732459,63,104.0,0.506669975,104.0,104.3928173,60.57,1
486,1.75,13.85853881,17,118.3707749,16.80852259,12.97412133,0.332256886,18.2646241,106,102.0,0.662148187,102.0,102.171596,75.9,1
708,1.59,14.02491349,21,52.42020089,10.94791157,6.062831311,0.261904351,14.53500009,48,140.0,0.848874342,140.0,138.3143734,29.25,1
230,1.92,14.52657694,18,114.6350048,27.07027887,21.79068355,0.518147914,33.5824952,103,187.0,1.661030493,187.0,177.9884606,8.89,2
593,1.27,13.4618485,19,113.1506497,19.6734065,13.47122183,0.528447124,22.40910242,105,118.0,0.850184821,118.0,116.2437022,26.02,1
154,1.18,13.87255548,20,140.9520886,32.87979933,22.00949264,0.892511987,37.75750171,133,156.0,2.313487995,156.0,154.9745297,22.42,1
487,1.75,14.12488851,17,108.4913704,18.8458096,15.53581236,0.589112317,21.94648212,100,126.0,1.048073196,126.0,127.5847018,75.9,1
633,1.59,14.20969431,20,106.2021484,21.74872747,13.62479018,0.492717596,26.4256917,97,140.0,1.417835607,140.0,138.5627392,1.41,1
473,2.51,12.84421184,19,105.2197266,21.37142158,13.63303064,0.663489246,25.30297769,102,130.0,1.079259766,130.0,129.3668288,0.0,2
466,1.27,13.67738596,20,115.8836097,25.50108007,15.61336454,0.744329267,30.44012995,111,143.0,1.714691619,143.0,142.3948701,0.0,1
542,1.59,13.55133778,19,106.2795958,15.25456969,9.617931322,0.228446703,16.8817495,96,96.0,0.476718632,96.0,96.07521524,45.07,1
320,1.92,14.01660319,19,148.8527583,31.8150637,22.41914039,0.821714105,35.34168458,141,143.0,1.792856578,143.0,144.0091079,14.31,2
345,2.05,13.42225946,19,128.412488,21.20949516,13.87118836,0.392249484,23.0645051,120,108.0,0.713626482,108.0,107.7458745,36.1,2
510,2.51,13.96572702,17,116.939493,20.46912215,16.11057854,0.518302534,23.28769899,111,119.0,1.028983572,119.0,123.5454401,21.1,2
718,1.27,13.79737478,21,58.05106027,11.03884903,6.252151115,0.297299008,14.26919471,52,130.0,0.828884825,130.0,127.1402065,29.5,1
630,1.59,13.75736607,18,102.6056282,18.57240726,13.27638196,0.567066178,21.86762219,96,124.0,1.143840678,124.0,124.0954241,1.41,1
646,2.77,13.65400946,18,97.57824458,21.05269114,16.43697808,0.776726003,25.86264168,96,152.0,1.916654067,152.0,150.8484534,3.96,2
224,2.29,14.94031541,19,110.9740115,20.51901442,13.55334055,0.344090432,25.69739784,90,153.0,1.030818032,153.0,149.0190529,13.35,2
477,2.77,13.00572529,20,120.7349131,25.89151166,16.42736037,0.92510112,30.12277449,117,137.0,1.507369566,137.0,136.4569515,0.0,2
349,2.29,13.10644758,18,123.5580756,18.34997244,12.30784414,0.235630231,19.46471341,115,97.0,0.471083422,97.0,96.84956952,32.6,2
337,1.92,13.65905041,19,129.2172553,25.7639301,16.44913481,0.697038839,29.34340472,122,130.0,1.355132897,130.0,130.0114597,7.87,2
26,2.12,12.67339259,21,89.33396445,20.7221462,10.89858522,0.632570192,26.04073868,87,142.0,1.911295685,142.0,141.9146604,0.0,1
247,1.92,14.79803483,19,123.5987325,28.04319848,18.97367503,0.445196914,34.44765921,110,177.0,1.606826634,177.0,166.370456,8.89,2
209,2.05,15.03932931,20,109.2850566,23.25013286,14.71291035,0.383682394,29.2918048,94,165.0,1.224433258,165.0,158.6043128,13.26,2
370,2.07,15.09917709,17,124.5685587,23.68409991,19.10373646,0.456196733,28.6451307,106,159.0,1.235162042,159.0,154.9997808,17.5,1
86,1.38,13.86428058,21,99.69529257,24.18840747,13.43267862,0.515442098,30.4593987,95,157.0,1.76239758,157.0,155.6067243,2.73,1
389,2.66,15.17402711,17,98.55813536,16.97828779,14.29122935,0.358960454,21.33704865,80,156.0,0.897748636,156.0,150.956832,19.2,1
489,1.75,14.02192648,18,101.5958825,16.85097873,11.69800687,0.423093178,19.74113154,91,117.0,0.971736773,117.0,116.7081473,75.9,1
568,2.05,13.82700731,18,116.9287907,20.47483361,15.70529981,0.712360686,23.42296633,105,128.0,1.334305447,128.0,123.993463,33.5,1
204,3.11,14.47239021,20,102.621293,21.45851055,12.78487843,0.405440743,26.6650556,91,147.0,1.337678055,147.0,144.2889031,0.84,1
446,1.75,13.05138001,19,111.0230788,22.85002894,15.52583125,0.630980669,26.86416273,110,132.0,1.258819275,132.0,133.8780493,0.0,1
53,2.2,14.18941977,19,103.0620615,21.01651455,14.29466091,0.533039204,25.68298883,95,143.0,1.451034298,143.0,141.9511918,51.05,1
335,2.29,13.92412105,20,118.5010961,28.51285293,17.70684105,0.660685943,34.58261887,112,159.0,2.209306277,159.0,158.1998764,4.3,2
81,1.18,14.09683903,21,132.0314094,32.19194576,19.19711402,0.675181432,38.25692015,123,161.0,2.409024813,161.0,159.659379,7.07,1
537,2.66,14.27005708,19,76.86692841,11.75936731,7.742975923,0.278864363,14.35401568,66,113.0,0.632418953,113.0,113.1430963,60.57,1
654,2.05,14.10130663,19,116.671317,26.28681057,18.58117727,0.66757971,31.75081145,107,159.0,1.919704266,159.0,155.8513433,2.19,1
355,1.92,14.34799318,20,110.9972098,23.33061565,14.1942914,0.513763479,28.39246585,101,145.0,1.557912406,145.0,142.6919244,33.39,2
716,1.27,14.04310675,20,62.78358179,12.75777852,7.718591377,0.323064517,16.66238024,56,143.0,1.068439195,143.0,139.3312141,29.5,1
445,1.75,13.48375873,19,126.894312,27.07050628,18.1622154,0.823405088,31.22613076,124,137.0,1.289191607,137.0,139.5114796,0.0,1
